id,price
0,1040.0
1,8226.0
2,891.0
3,1831.0
4,975.0
5,907.0
6,3267.0
7,11041.0
8,8062.0
9,5815.0
10,1156.0
11,541.0
12,1063.0
13,5085.0
14,1818.0
15,3036.0
16,743.0
17,3792.0
18,1235.0
19,858.0
20,1405.0
21,493.0
22,2312.0
23,432.0
24,5418.0
25,554.0
26,3033.0
27,899.0
28,1588.0
29,928.0
30,919.0
31,3183.0
32,612.0
33,7214.0
34,743.0
35,2539.0
36,3346.0
37,4692.0
38,1813.0
39,2162.0
40,1108.0
41,1438.0
42,11519.0
43,1080.0
44,4043.0
45,5618.0
46,11107.0
47,942.0
48,4778.0
49,3996.0
50,1041.0
51,3360.0
52,1138.0
53,1865.0
54,1357.0
55,631.0
56,720.0
57,792.0
58,1914.0
59,2999.0
60,1967.0
61,827.0
62,3876.0
63,872.0
64,1207.0
65,4082.0
66,2077.0
67,572.0
68,631.0
69,10712.0
70,6230.0
71,3089.0
72,780.0
73,4964.0
74,1597.0
75,4004.0
76,3806.0
77,10051.0
78,1803.0
79,3796.0
80,2691.0
81,5937.0
82,1928.0
83,3574.0
84,15919.0
85,2873.0
86,10581.0
87,1420.0
88,4883.0
89,1009.0
90,5622.0
91,648.0
92,1621.0
93,3150.0
94,15306.0
95,2593.0
96,6865.0
97,1195.0
98,593.0
99,932.0
100,11538.0
101,12621.0
102,904.0
103,6557.0
104,18066.0
105,5684.0
106,2579.0
107,6396.0
108,906.0
109,9428.0
110,3817.0
111,544.0
112,1035.0
113,1801.0
114,4785.0
115,1044.0
116,11157.0
117,6666.0
118,4458.0
119,17604.0
120,1819.0
121,872.0
122,3180.0
123,846.0
124,720.0
125,2723.0
126,727.0
127,5339.0
128,485.0
129,9959.0
130,990.0
131,926.0
132,576.0
133,7177.0
134,1441.0
135,5524.0
136,589.0
137,949.0
138,5599.0
139,6754.0
140,6355.0
141,7019.0
142,3267.0
143,4486.0
144,1014.0
145,854.0
146,11390.0
147,8780.0
148,13561.0
149,1609.0
150,828.0
151,5583.0
152,5575.0
153,4591.0
154,10314.0
155,1809.0
156,3850.0
157,709.0
158,7676.0
159,4162.0
160,1237.0
161,1746.0
162,594.0
163,554.0
164,5362.0
165,523.0
166,15843.0
167,12906.0
168,3640.0
169,1743.0
170,4326.0
171,1013.0
172,912.0
173,1828.0
174,1013.0
175,7936.0
176,1443.0
177,802.0
178,574.0
179,1966.0
180,5220.0
181,6480.0
182,15857.0
183,765.0
184,6754.0
185,7340.0
186,1414.0
187,1636.0
188,720.0
189,4897.0
190,4249.0
191,2140.0
192,3084.0
193,2797.0
194,1676.0
195,7276.0
196,928.0
197,593.0
198,7152.0
199,4401.0
200,1129.0
201,15072.0
202,16750.0
203,1841.0
204,8543.0
205,3525.0
206,746.0
207,1013.0
208,3544.0
209,6630.0
210,7211.0
211,14208.0
212,7768.0
213,15683.0
214,1239.0
215,2231.0
216,4751.0
217,4541.0
218,3251.0
219,8035.0
220,591.0
221,1902.0
222,5418.0
223,4538.0
224,6480.0
225,707.0
226,6712.0
227,4853.0
228,450.0
229,3797.0
230,3949.0
231,1040.0
232,2988.0
233,792.0
234,5720.0
235,4922.0
236,9850.0
237,13654.0
238,1317.0
239,2241.0
240,1824.0
241,1094.0
242,8437.0
243,6858.0
244,630.0
245,1786.0
246,2863.0
247,7074.0
248,4412.0
249,650.0
250,1971.0
251,11455.0
252,1831.0
253,4903.0
254,1985.0
255,6021.0
256,9067.0
257,4922.0
258,765.0
259,8442.0
260,4252.0
261,6046.0
262,5376.0
263,3149.0
264,594.0
265,13434.0
266,743.0
267,9104.0
268,4751.0
269,1133.0
270,4898.0
271,675.0
272,2768.0
273,1588.0
274,2859.0
275,1376.0
276,2507.0
277,1838.0
278,2246.0
279,4186.0
280,790.0
281,2737.0
282,1061.0
283,7637.0
284,7260.0
285,7631.0
286,1192.0
287,5353.0
288,1949.0
289,1208.0
290,1020.0
291,1857.0
292,410.0
293,1783.0
294,2956.0
295,11963.0
296,1250.0
297,11073.0
298,1815.0
299,1878.0
300,892.0
301,3713.0
302,857.0
303,905.0
304,1063.0
305,12561.0
306,3927.0
307,1084.0
308,6324.0
309,3585.0
310,6458.0
311,990.0
312,1002.0
313,12154.0
314,1144.0
315,9775.0
316,3038.0
317,1363.0
318,662.0
319,11269.0
320,1223.0
321,791.0
322,7678.0
323,8639.0
324,580.0
325,14489.0
326,10681.0
327,912.0
328,9207.0
329,3285.0
330,882.0
331,4922.0
332,453.0
333,4538.0
334,743.0
335,1235.0
336,15308.0
337,12714.0
338,700.0
339,596.0
340,1087.0
341,679.0
342,554.0
343,3454.0
344,827.0
345,7102.0
346,6046.0
347,992.0
348,2473.0
349,7737.0
350,1795.0
351,6238.0
352,10709.0
353,802.0
354,1176.0
355,1140.0
356,726.0
357,2026.0
358,2760.0
359,4749.0
360,3472.0
361,10483.0
362,399.0
363,4368.0
364,1976.0
365,453.0
366,2813.0
367,1001.0
368,4435.0
369,1172.0
370,12526.0
371,919.0
372,13779.0
373,709.0
374,1914.0
375,2000.0
376,980.0
377,3599.0
378,765.0
379,8630.0
380,928.0
381,1393.0
382,1044.0
383,698.0
384,2485.0
385,977.0
386,842.0
387,3167.0
388,8385.0
389,5575.0
390,1949.0
391,4466.0
392,965.0
393,9077.0
394,3528.0
395,726.0
396,5139.0
397,3965.0
398,5846.0
399,624.0
400,12380.0
401,4587.0
402,496.0
403,787.0
404,4398.0
405,447.0
406,5800.0
407,610.0
408,9043.0
409,4159.0
410,4072.0
411,4344.0
412,802.0
413,698.0
414,912.0
415,10313.0
416,7058.0
417,10896.0
418,9627.0
419,1013.0
420,765.0
421,2901.0
422,751.0
423,2154.0
424,7477.0
425,4653.0
426,8243.0
427,1804.0
428,18239.0
429,4712.0
430,18020.0
431,2287.0
432,1552.0
433,12032.0
434,936.0
435,552.0
436,2644.0
437,4852.0
438,421.0
439,2307.0
440,855.0
441,4014.0
442,1966.0
443,1053.0
444,2675.0
445,1104.0
446,8401.0
447,537.0
448,1590.0
449,4492.0
450,6086.0
451,18068.0
452,675.0
453,765.0
454,3439.0
455,4484.0
456,4113.0
457,3902.0
458,666.0
459,6066.0
460,898.0
461,521.0
462,828.0
463,612.0
464,828.0
465,992.0
466,743.0
467,472.0
468,7816.0
469,2564.0
470,4967.0
471,3190.0
472,15201.0
473,7176.0
474,907.0
475,4375.0
476,5487.0
477,732.0
478,5028.0
479,3067.0
480,15086.0
481,6783.0
482,5518.0
483,8620.0
484,2254.0
485,8408.0
486,877.0
487,4029.0
488,905.0
489,2439.0
490,15984.0
491,2029.0
492,776.0
493,605.0
494,907.0
495,1196.0
496,7656.0
497,2691.0
498,1097.0
499,12617.0
500,706.0
501,434.0
502,5430.0
503,3641.0
504,11040.0
505,11161.0
506,5619.0
507,6470.0
508,1253.0
509,3574.0
510,5526.0
511,5575.0
512,1290.0
513,2196.0
514,6146.0
515,982.0
516,1571.0
517,413.0
518,4939.0
519,7378.0
520,3813.0
521,4162.0
522,6195.0
523,2359.0
524,4188.0
525,7785.0
526,6289.0
527,1274.0
528,1087.0
529,887.0
530,767.0
531,5994.0
532,3013.0
533,10618.0
534,4852.0
535,4480.0
536,13867.0
537,1056.0
538,1716.0
539,911.0
540,9432.0
541,7094.0
542,382.0
543,9335.0
544,2800.0
545,4157.0
546,2489.0
547,16819.0
548,1966.0
549,898.0
550,1441.0
551,2801.0
552,4707.0
553,523.0
554,6353.0
555,773.0
556,1438.0
557,1913.0
558,810.0
559,1002.0
560,1013.0
561,447.0
562,3176.0
563,11578.0
564,876.0
565,1023.0
566,492.0
567,6366.0
568,997.0
569,5809.0
570,5249.0
571,2356.0
572,854.0
573,673.0
574,2782.0
575,945.0
576,2107.0
577,506.0
578,2846.0
579,1020.0
580,5836.0
581,2391.0
582,1125.0
583,1034.0
584,16280.0
585,5321.0
586,605.0
587,12680.0
588,2697.0
589,6176.0
590,5344.0
591,1624.0
592,5051.0
593,2503.0
594,4504.0
595,802.0
596,2294.0
597,2539.0
598,16220.0
599,7148.0
600,5132.0
601,861.0
602,992.0
603,12467.0
604,7220.0
605,2586.0
606,10341.0
607,678.0
608,2743.0
609,666.0
610,1087.0
611,5387.0
612,1614.0
613,605.0
614,4081.0
615,1343.0
616,464.0
617,8039.0
618,1131.0
619,5728.0
620,12655.0
621,911.0
622,1754.0
623,1664.0
624,628.0
625,1268.0
626,822.0
627,1031.0
628,965.0
629,2306.0
630,5254.0
631,5044.0
632,2997.0
633,957.0
634,2575.0
635,8707.0
636,2268.0
637,1875.0
638,1050.0
639,1265.0
640,658.0
641,15143.0
642,1046.0
643,740.0
644,765.0
645,1116.0
646,1033.0
647,1359.0
648,1323.0
649,2960.0
650,1356.0
651,769.0
652,6552.0
653,4299.0
654,907.0
655,2717.0
656,956.0
657,1801.0
658,574.0
659,16174.0
660,4218.0
661,2817.0
662,6384.0
663,1715.0
664,1815.0
665,4665.0
666,3394.0
667,9973.0
668,4759.0
669,10485.0
670,13991.0
671,5207.0
672,2339.0
